general_ancestor_concept_name,general_ancestor_concept_id,descendant_concept_id,concept_name,concept_id,concept_synonym_name
Disorder of cardiovascular system,134057,321882,Generalized atherosclerosis,321882,Arteriopathy
Disorder of cardiovascular system,134057,4141827,Transformed migraine,4141827,Transformed migraine (disorder)
Disorder of cardiovascular system,134057,4141827,Transformed migraine,4141827,Chronic migraine
Disorder of cardiovascular system,134057,43530652,Chronic intractable migraine without aura,43530652,Chronic intractable migraine without aura (disorder)
Disorder of cardiovascular system,134057,44782715,Chronic peripheral venous hypertension with lower extremity complication,44782715,Chronic peripheral venous hypertension with lower extremity complication (disorder)
Disorder of cardiovascular system,134057,4111412,"Tricuspid incompetence, non-rheumatic",4111412,"Tricuspid regurgitation, non-rheumatic"
Disorder of cardiovascular system,134057,4111412,"Tricuspid incompetence, non-rheumatic",4111412,"Tricuspid incompetence, non-rheumatic (disorder)"
Disorder of cardiovascular system,134057,4111412,"Tricuspid incompetence, non-rheumatic",4111412,"Tricuspid valve regurgitation, nonrheumatic"
Disorder of cardiovascular system,134057,4111412,"Tricuspid incompetence, non-rheumatic",4111412,"Tricuspid insufficiency, non-rheumatic"
Disorder of cardiovascular system,134057,314659,Arteritis,314659,Inflammation of artery
Disorder of cardiovascular system,134057,314659,Arteritis,314659,Arteritis (disorder)
Disorder of cardiovascular system,134057,4189343,Aortic valve stenosis,4189343,Aortic valve stenosis (disorder)
Disorder of cardiovascular system,134057,4189343,Aortic valve stenosis,4189343,Stenosed aortic valve
Disorder of cardiovascular system,134057,4146627,Non-proteinuric hypertension of pregnancy,4146627,Non-proteinuric hypertension of pregnancy (disorder)
Disorder of cardiovascular system,134057,441922,Transient hypertension of pregnancy,441922,Transient hypertension of pregnancy (disorder)
Disorder of cardiovascular system,134057,315922,Patent ductus arteriosus,315922,Patent ductus arteriosus (disorder)
Disorder of cardiovascular system,134057,315922,Patent ductus arteriosus,315922,Patent ductus Botalli
Disorder of cardiovascular system,134057,315922,Patent ductus arteriosus,315922,Patent arterial duct
Disorder of cardiovascular system,134057,315922,Patent ductus arteriosus,315922,PDA - Patent ductus arteriosus
Disorder of cardiovascular system,134057,312622,Venous retinal branch occlusion,312622,Branch retinal vein thrombosis
Disorder of cardiovascular system,134057,312622,Venous retinal branch occlusion,312622,BRVO - Branch retinal vein occlusion
Disorder of cardiovascular system,134057,312622,Venous retinal branch occlusion,312622,Venous retinal tributary occlusion
Disorder of cardiovascular system,134057,312622,Venous retinal branch occlusion,312622,Branch retinal vein occlusion
Disorder of cardiovascular system,134057,312622,Venous retinal branch occlusion,312622,Venous retinal branch occlusion (disorder)
Disorder of cardiovascular system,134057,312622,Venous retinal branch occlusion,312622,BRVT - Branch retinal vein thrombosis
Disorder of cardiovascular system,134057,312622,Venous retinal branch occlusion,312622,BVO - Branch retinal occlusion
Disorder of cardiovascular system,134057,4049296,Congenital stenosis of cardiac valve,4049296,Congenital stenosis of cardiac valve (disorder)
Disorder of cardiovascular system,134057,4124693,Hypertrophic cardiomyopathy,4124693,HCM - Hypertrophic cardiomyopathy
Disorder of cardiovascular system,134057,4124693,Hypertrophic cardiomyopathy,4124693,Hypertrophic cardiomyopathy (disorder)
Disorder of cardiovascular system,134057,195834,Atherosclerosis of renal artery,195834,Atherosclerosis of renal artery (disorder)
Disorder of cardiovascular system,134057,195834,Atherosclerosis of renal artery,195834,Renal artery atherosclerosis
Disorder of cardiovascular system,134057,195834,Atherosclerosis of renal artery,195834,Atherosclerosis renal artery
Disorder of cardiovascular system,134057,195834,Atherosclerosis of renal artery,195834,Renal artery atheroma
Disorder of cardiovascular system,134057,4222174,Rheumatic disease of mitral valve,4222174,Rheumatic mitral valve changes
Disorder of cardiovascular system,134057,4222174,Rheumatic disease of mitral valve,4222174,Rheumatic mitral valve disease
Disorder of cardiovascular system,134057,4222174,Rheumatic disease of mitral valve,4222174,Rheumatic disease of mitral valve (disorder)
Disorder of cardiovascular system,134057,4012483,Congenital valvular insufficiency,4012483,Congenital valvular insufficiency (disorder)
Disorder of cardiovascular system,134057,4012483,Congenital valvular insufficiency,4012483,Congenital valvular regurgitation
Disorder of cardiovascular system,134057,4012483,Congenital valvular insufficiency,4012483,Congenital insufficiency of heart valve
Disorder of cardiovascular system,134057,4143042,Ectopic beats,4143042,Ectopic beats (disorder)
Disorder of cardiovascular system,134057,4143042,Ectopic beats,4143042,Ectopic rhythm abnormality
Disorder of cardiovascular system,134057,4077218,Superficial vein thrombosis,4077218,Superficial vein thrombosis (disorder)
Disorder of cardiovascular system,134057,317305,Stricture of artery,317305,Stricture of artery (disorder)
Disorder of cardiovascular system,134057,317305,Stricture of artery,317305,Arterial stricture
Disorder of cardiovascular system,134057,4121635,Arterial hemorrhage,4121635,Arterial bleed
Disorder of cardiovascular system,134057,4121635,Arterial hemorrhage,4121635,Arterial haemorrhage
Disorder of cardiovascular system,134057,4121635,Arterial hemorrhage,4121635,Arterial hemorrhage (disorder)
Disorder of cardiovascular system,134057,46272492,Dissection of artery,46272492,Dissection of artery (disorder)
Disorder of cardiovascular system,134057,46272492,Dissection of artery,46272492,Arterial dissection
Disorder of cardiovascular system,134057,198571,Cardiogenic shock,198571,Cardiogenic shock (disorder)
Disorder of cardiovascular system,134057,314378,Hypertensive heart disease with congestive heart failure,314378,Hypertensive heart disease with congestive heart failure (disorder)
Disorder of cardiovascular system,134057,4028057,Deep venous thrombosis of upper extremity,4028057,Deep venous thrombosis of upper extremity (disorder)
Disorder of cardiovascular system,134057,441872,Supraventricular premature beats,441872,Supraventricular premature contraction
Disorder of cardiovascular system,134057,441872,Supraventricular premature beats,441872,Supraventricular premature beats (disorder)
Disorder of cardiovascular system,134057,441872,Supraventricular premature beats,441872,Supraventricular extrasystoles
Disorder of cardiovascular system,134057,4245646,Congenital septal defect of heart,4245646,Congenital septal defect of heart (disorder)
Disorder of cardiovascular system,134057,4245646,Congenital septal defect of heart,4245646,Congenital cardiac septal defect
Disorder of cardiovascular system,134057,4237912,"Aneurysm of artery, other than aorta",4237912,"Aneurysm of artery, other than aorta (disorder)"
Disorder of cardiovascular system,134057,318448,Second degree atrioventricular block,318448,Second degree heart block
Disorder of cardiovascular system,134057,318448,Second degree atrioventricular block,318448,"Incomplete atrioventricular block, second degree"
Disorder of cardiovascular system,134057,318448,Second degree atrioventricular block,318448,Second degree atrioventricular block (disorder)
Disorder of cardiovascular system,134057,4182110,Rheumatic heart valve regurgitation,4182110,Rheumatic heart valve incompetence
Disorder of cardiovascular system,134057,4182110,Rheumatic heart valve regurgitation,4182110,Rheumatic heart valve insufficiency
Disorder of cardiovascular system,134057,4182110,Rheumatic heart valve regurgitation,4182110,Rheumatic heart valve regurgitation (disorder)
Disorder of cardiovascular system,134057,4185572,Ventricular arrhythmia,4185572,Ventricular arrhythmia (disorder)
Disorder of cardiovascular system,134057,4236905,Thrombosis of arteries of lower extremity,4236905,Thrombosis of arteries of lower extremity (disorder)
Disorder of cardiovascular system,134057,4236905,Thrombosis of arteries of lower extremity,4236905,Lower limb arterial thrombosis
Disorder of cardiovascular system,134057,22340,Esophageal varices without bleeding,22340,Esophageal varices without bleeding (disorder)
Disorder of cardiovascular system,134057,22340,Esophageal varices without bleeding,22340,Oesophageal varices without bleeding
Disorder of cardiovascular system,134057,4209011,Pulmonic valve stenosis,4209011,PVS - Pulmonary valve stenosis
Disorder of cardiovascular system,134057,4209011,Pulmonic valve stenosis,4209011,Pulmonary stenosis
Disorder of cardiovascular system,134057,4209011,Pulmonic valve stenosis,4209011,Pulmonic valve stenosis (disorder)
Disorder of cardiovascular system,134057,4209011,Pulmonic valve stenosis,4209011,Pulmonic stenosis
Disorder of cardiovascular system,134057,4209011,Pulmonic valve stenosis,4209011,Pulmonary valve stenosis
Disorder of cardiovascular system,134057,4209011,Pulmonic valve stenosis,4209011,PS - Pulmonary valve stenosis
Disorder of cardiovascular system,134057,313761,Central retinal vein occlusion,313761,Central retinal vein occlusion (disorder)
Disorder of cardiovascular system,134057,313761,Central retinal vein occlusion,313761,CRVO - Central retinal vein occlusion
Disorder of cardiovascular system,134057,313761,Central retinal vein occlusion,313761,CRVT - Central retinal vein thrombosis
Disorder of cardiovascular system,134057,313761,Central retinal vein occlusion,313761,Central retinal vein thrombosis
Disorder of cardiovascular system,134057,314423,"Benign essential hypertension complicating pregnancy, childbirth and the puerperium - not delivered",314423,"Benign essential hypertension complicating pregnancy, childbirth and the puerperium - not delivered (disorder)"
Disorder of cardiovascular system,134057,4108659,Mitral and aortic incompetence,4108659,Mitral and aortic insufficiency
Disorder of cardiovascular system,134057,4108659,Mitral and aortic incompetence,4108659,Mitral and aortic incompetence (disorder)
Disorder of cardiovascular system,134057,4108659,Mitral and aortic incompetence,4108659,Mitral and aortic regurgitation
Disorder of cardiovascular system,134057,4160899,Cardiac valve prolapse,4160899,Cardiac valve prolapse (disorder)
Disorder of cardiovascular system,134057,4252872,Mitral valve prolapse,4252872,MVP - Mitral valve prolapse
Disorder of cardiovascular system,134057,4252872,Mitral valve prolapse,4252872,Mitral valve prolapse (disorder)
Disorder of cardiovascular system,134057,318775,Venous embolism,318775,Embolus of vein
Disorder of cardiovascular system,134057,318775,Venous embolism,318775,Venous embolism (disorder)
Disorder of cardiovascular system,134057,43022062,Cardiovascular system complication of procedure,43022062,Cardiovascular system complication of procedure (disorder)
Disorder of cardiovascular system,134057,316995,Coronary occlusion,316995,Coronary artery occlusion
Disorder of cardiovascular system,134057,316995,Coronary occlusion,316995,Coronary artery occluded
Disorder of cardiovascular system,134057,316995,Coronary occlusion,316995,Coronary occlusion (disorder)
Disorder of cardiovascular system,134057,4030224,Congenital anomaly of aortic valve,4030224,Congenital anomaly of aortic valve (disorder)
Disorder of cardiovascular system,134057,4030224,Congenital anomaly of aortic valve,4030224,Congenital aortic valve abnormality
Disorder of cardiovascular system,134057,4030224,Congenital anomaly of aortic valve,4030224,AV - Congenital aortic valve abnormality
Disorder of cardiovascular system,134057,313005,Congenital stenosis of pulmonary valve,313005,Congenital valvular pulmonic stenosis
Disorder of cardiovascular system,134057,313005,Congenital stenosis of pulmonary valve,313005,PV - Congenital pulmonary valve stenosis
Disorder of cardiovascular system,134057,313005,Congenital stenosis of pulmonary valve,313005,Congenital stenosis of pulmonary valve (disorder)
Disorder of cardiovascular system,134057,437894,Ventricular fibrillation,437894,Ventricular fibrillation (disorder)
Disorder of cardiovascular system,134057,437894,Ventricular fibrillation,437894,Cardiac arrest - ventricular fibrillation
Disorder of cardiovascular system,134057,437894,Ventricular fibrillation,437894,VF - Ventricular fibrillation
Disorder of cardiovascular system,134057,4119460,Infective endocarditis,4119460,IE - Infective endocarditis
Disorder of cardiovascular system,134057,4119460,Infective endocarditis,4119460,Infective endocarditis (disorder)
Disorder of cardiovascular system,134057,44782421,Acute deep venous thrombosis of upper extremity,44782421,Acute deep venous thrombosis of upper extremity (disorder)
Disorder of cardiovascular system,134057,44784638,Hypertensive heart AND chronic kidney disease stage 5,44784638,Hypertensive heart AND chronic kidney disease stage 5 (disorder)
Disorder of cardiovascular system,134057,321107,Congenital insufficiency of aortic valve,321107,Congenital aortic insufficiency
Disorder of cardiovascular system,134057,321107,Congenital insufficiency of aortic valve,321107,Congenital insufficiency of aortic valve (disorder)
Disorder of cardiovascular system,134057,321107,Congenital insufficiency of aortic valve,321107,AR - Congenital aortic regurgitation
Disorder of cardiovascular system,134057,321107,Congenital insufficiency of aortic valve,321107,Congenital aortic regurgitation
Disorder of cardiovascular system,134057,4161701,Pericardial effusion,4161701,Pericardial effusion (disorder)
Disorder of cardiovascular system,134057,4319327,Thrombosis of pelvic vein,4319327,Upper venous segment thrombosis
Disorder of cardiovascular system,134057,4319327,Thrombosis of pelvic vein,4319327,High venous segment venous thrombosis
Disorder of cardiovascular system,134057,4319327,Thrombosis of pelvic vein,4319327,Thrombosis of pelvic vein (disorder)
Disorder of cardiovascular system,134057,4319327,Thrombosis of pelvic vein,4319327,Pelvic vein thrombosis
Disorder of cardiovascular system,134057,40481896,Hypertensive urgency,40481896,Hypertensive urgency (disorder)
Disorder of cardiovascular system,134057,4108814,Pericardial effusion - noninflammatory,4108814,Pericardial effusion - noninflammatory (disorder)
Disorder of cardiovascular system,134057,317003,Compression of vein,317003,Extrinsic compression of vein
Disorder of cardiovascular system,134057,317003,Compression of vein,317003,Compression of vein (disorder)
Disorder of cardiovascular system,134057,317003,Compression of vein,317003,Extrinsic stricture of vein
Disorder of cardiovascular system,134057,37110370,Small vessel vasculitis,37110370,Small vessel vasculitis (disorder)
Disorder of cardiovascular system,134057,438170,Acute myocardial infarction of inferior wall,438170,Acute myocardial infarction of inferior wall (disorder)
Disorder of cardiovascular system,134057,438170,Acute myocardial infarction of inferior wall,438170,Acute myocardial infarction of diaphragmatic wall
Disorder of cardiovascular system,134057,438170,Acute myocardial infarction of inferior wall,438170,Acute inferior myocardial infarction
Disorder of cardiovascular system,134057,4101621,Right ventricular abnormality,4101621,RV - Right ventricular abnormality
Disorder of cardiovascular system,134057,4101621,Right ventricular abnormality,4101621,Right ventricular abnormality (disorder)
Disorder of cardiovascular system,134057,4101621,Right ventricular abnormality,4101621,Right ventricle abnormality
Disorder of cardiovascular system,134057,319921,Congenital pulmonary valve abnormality,319921,Congenital malformation of pulmonary valve
Disorder of cardiovascular system,134057,319921,Congenital pulmonary valve abnormality,319921,Congenital anomaly of pulmonary valve
Disorder of cardiovascular system,134057,319921,Congenital pulmonary valve abnormality,319921,Congenital pulmonary valve abnormality (disorder)
Disorder of cardiovascular system,134057,319921,Congenital pulmonary valve abnormality,319921,PV - Congenital pulmonary valve abnormality
Disorder of cardiovascular system,134057,4099994,Congenital abnormality of cardiac connection,4099994,Congenital abnormality of cardiac connection (disorder)
Disorder of cardiovascular system,134057,318566,Flushing,318566,Flushing (disorder)
Disorder of cardiovascular system,134057,4115173,Atrial premature complex,4115173,Atrial premature depolarisation
Disorder of cardiovascular system,134057,4115173,Atrial premature complex,4115173,Atrial premature depolarization
Disorder of cardiovascular system,134057,4115173,Atrial premature complex,4115173,Atrial premature complex (disorder)
Disorder of cardiovascular system,134057,4049466,Gastric ulcer with hemorrhage,4049466,Bleeding gastric ulcer
Disorder of cardiovascular system,134057,4049466,Gastric ulcer with hemorrhage,4049466,Gastric ulcer with haemorrhage
Disorder of cardiovascular system,134057,4049466,Gastric ulcer with hemorrhage,4049466,Gastric ulcer with hemorrhage (disorder)
Disorder of cardiovascular system,134057,193787,Varicose veins of lower extremity with ulcer AND inflammation,193787,Varicose veins of lower extremity with ulcer AND inflammation (disorder)
Disorder of cardiovascular system,134057,372886,Refractory migraine with aura,372886,Refractory migraine with aura (disorder)
Disorder of cardiovascular system,134057,372886,Refractory migraine with aura,372886,"Classical migraine, intractable"
Disorder of cardiovascular system,134057,372886,Refractory migraine with aura,372886,Intractable migraine with aura
Disorder of cardiovascular system,134057,372886,Refractory migraine with aura,372886,Intractable classical migraine
Disorder of cardiovascular system,134057,320739,Dissection of aorta,320739,Dissection of aorta (disorder)
Disorder of cardiovascular system,134057,372924,Cerebral artery occlusion,372924,Cerebral arterial occlusion
Disorder of cardiovascular system,134057,372924,Cerebral artery occlusion,372924,Occlusion of cerebral artery (disorder)
Disorder of cardiovascular system,134057,372924,Cerebral artery occlusion,372924,Occlusion of cerebral artery
Disorder of cardiovascular system,134057,4273632,Right ventricular failure,4273632,Right heart failure
Disorder of cardiovascular system,134057,4273632,Right ventricular failure,4273632,Right ventricular failure (disorder)
Disorder of cardiovascular system,134057,379806,Migraine variants,379806,Migraine variants (disorder)
Disorder of cardiovascular system,134057,4111566,Disorders of both mitral and tricuspid valves,4111566,Disorders of both mitral and tricuspid valves (disorder)
Disorder of cardiovascular system,134057,36712779,Chronic total occlusion of coronary artery,36712779,Chronic total occlusion of coronary artery (disorder)
Disorder of cardiovascular system,134057,36712971,Chronic deep venous thrombosis,36712971,Chronic deep venous thrombosis (disorder)
Disorder of cardiovascular system,134057,4175807,Rheumatic disease of tricuspid valve,4175807,Rheumatic disease of tricuspid valve (disorder)
Disorder of cardiovascular system,134057,4175807,Rheumatic disease of tricuspid valve,4175807,Rheumatic tricuspid valve disease
Disorder of cardiovascular system,134057,4183981,Malignant hypertensive heart disease,4183981,Malignant hypertensive heart disease (disorder)
Disorder of cardiovascular system,134057,315282,Rheumatic disease of aortic valve,315282,Rheumatic aortic valve disease
Disorder of cardiovascular system,134057,315282,Rheumatic disease of aortic valve,315282,Rheumatic disease of aortic valve (disorder)
Disorder of cardiovascular system,134057,434376,Acute myocardial infarction of anterior wall,434376,Acute myocardial infarction of anterior wall (disorder)
Disorder of cardiovascular system,134057,434376,Acute myocardial infarction of anterior wall,434376,Acute anterior myocardial infarction
Disorder of cardiovascular system,134057,4138837,Pericarditis,4138837,Pericarditis (disorder)
Disorder of cardiovascular system,134057,4307356,Cor pulmonale,4307356,Right heart failure due to disorder of lung
Disorder of cardiovascular system,134057,4307356,Cor pulmonale,4307356,Right heart failure due to pulmonary disease
Disorder of cardiovascular system,134057,4307356,Cor pulmonale,4307356,Cor pulmonale (disorder)
Disorder of cardiovascular system,134057,4152156,Cardiovascular injury,4152156,Cardiovascular injury (disorder)
Disorder of cardiovascular system,134057,4109870,Arterial insufficiency,4109870,Arterial insufficiency (disorder)
Disorder of cardiovascular system,134057,4145489,Ventricular hypertrophy,4145489,Ventricular hypertrophy (disorder)
Disorder of cardiovascular system,134057,4327889,Thromboembolism of vein,4327889,Venous thromboembolic disease
Disorder of cardiovascular system,134057,4327889,Thromboembolism of vein,4327889,Thromboembolism of vein (disorder)
Disorder of cardiovascular system,134057,4195677,Rheumatic tricuspid valve regurgitation,4195677,Rheumatic tricuspid valve incompetence
Disorder of cardiovascular system,134057,4195677,Rheumatic tricuspid valve regurgitation,4195677,Rheumatic tricuspid valve regurgitation (disorder)
Disorder of cardiovascular system,134057,4195677,Rheumatic tricuspid valve regurgitation,4195677,Tricuspid incompetence - rheumatic
Disorder of cardiovascular system,134057,4195677,Rheumatic tricuspid valve regurgitation,4195677,Rheumatic tricuspid valve insufficiency
Disorder of cardiovascular system,134057,4195677,Rheumatic tricuspid valve regurgitation,4195677,Rheumatic tricuspid insufficiency
Disorder of cardiovascular system,134057,4195677,Rheumatic tricuspid valve regurgitation,4195677,Rheumatic tricuspid regurgitation
Disorder of cardiovascular system,134057,321074,"Pre-existing hypertension complicating pregnancy, childbirth and puerperium",321074,"Pre-existing hypertension complicating pregnancy, childbirth and puerperium (disorder)"
Disorder of cardiovascular system,134057,4111998,Esophageal varices associated with another disorder,4111998,Oesophageal varices associated with another disorder
Disorder of cardiovascular system,134057,4111998,Esophageal varices associated with another disorder,4111998,Esophageal varices associated with another disorder (disorder)
Disorder of cardiovascular system,134057,381316,Cerebrovascular accident,381316,Cerebrovascular accident (disorder)
Disorder of cardiovascular system,134057,381316,Cerebrovascular accident,381316,Stroke
Disorder of cardiovascular system,134057,381316,Cerebrovascular accident,381316,CVA - Cerebrovascular accident
Disorder of cardiovascular system,134057,321109,Congenital anomaly of coronary artery,321109,Coronary artery anomaly
Disorder of cardiovascular system,134057,321109,Congenital anomaly of coronary artery,321109,Congenital anomaly of coronary artery (disorder)
Disorder of cardiovascular system,134057,433471,Retinal neovascularization,433471,Neovascularization of retina
Disorder of cardiovascular system,134057,433471,Retinal neovascularization,433471,Neovascularisation of retina
Disorder of cardiovascular system,134057,433471,Retinal neovascularization,433471,Retinal neovascularisation
Disorder of cardiovascular system,134057,433471,Retinal neovascularization,433471,Vasoproliferative retinopathy
Disorder of cardiovascular system,134057,433471,Retinal neovascularization,433471,Retinal vascular proliferation
Disorder of cardiovascular system,134057,433471,Retinal neovascularization,433471,Retinal neovascularization (disorder)
Disorder of cardiovascular system,134057,4119780,Congenital arteriovenous malformation,4119780,AV - Congenital arteriovenous malformation
Disorder of cardiovascular system,134057,4119780,Congenital arteriovenous malformation,4119780,Congenital arteriovenous malformation (disorder)
Disorder of cardiovascular system,134057,4119780,Congenital arteriovenous malformation,4119780,AV - Congenital arteriovenous anomaly
Disorder of cardiovascular system,134057,4119780,Congenital arteriovenous malformation,4119780,AVM - Congenital arteriovenous malformation
Disorder of cardiovascular system,134057,318712,Peripheral circulatory disorder due to type 1 diabetes mellitus,318712,Peripheral circulatory disorder associated with type 1 diabetes mellitus
Disorder of cardiovascular system,134057,318712,Peripheral circulatory disorder due to type 1 diabetes mellitus,318712,Peripheral circulatory disorder due to type 1 diabetes mellitus (disorder)
Disorder of cardiovascular system,134057,4231591,Right ventricular hypertrophy,4231591,RVH - Right ventricular hypertrophy
Disorder of cardiovascular system,134057,4231591,Right ventricular hypertrophy,4231591,Right ventricular hypertrophy (disorder)
Disorder of cardiovascular system,134057,4231591,Right ventricular hypertrophy,4231591,RV hypertrophy
Disorder of cardiovascular system,134057,4244029,Congenital hypertrophy of cardiac ventricle,4244029,Congenital hypertrophy of cardiac ventricle (disorder)
Disorder of cardiovascular system,134057,4244029,Congenital hypertrophy of cardiac ventricle,4244029,Congenital enlarged ventricular wall
Disorder of cardiovascular system,134057,201894,Acute vascular insufficiency of intestine,201894,AMI - Acute mesenteric ischaemia
Disorder of cardiovascular system,134057,201894,Acute vascular insufficiency of intestine,201894,AMI - Acute mesenteric ischemia
Disorder of cardiovascular system,134057,201894,Acute vascular insufficiency of intestine,201894,Acute vascular insufficiency of intestine (disorder)
Disorder of cardiovascular system,134057,201894,Acute vascular insufficiency of intestine,201894,Acute intestinal ischaemic syndrome
Disorder of cardiovascular system,134057,201894,Acute vascular insufficiency of intestine,201894,Acute intestinal ischemia
Disorder of cardiovascular system,134057,201894,Acute vascular insufficiency of intestine,201894,Acute intestinal ischemic syndrome
Disorder of cardiovascular system,134057,201894,Acute vascular insufficiency of intestine,201894,Acute intestinal ischaemia
Disorder of cardiovascular system,134057,201894,Acute vascular insufficiency of intestine,201894,Acute mesenteric ischemia
Disorder of cardiovascular system,134057,201894,Acute vascular insufficiency of intestine,201894,Acute intestinal vascular insufficiency
Disorder of cardiovascular system,134057,201894,Acute vascular insufficiency of intestine,201894,Acute mesenteric ischaemia
Disorder of cardiovascular system,134057,321080,"Hypertension complicating pregnancy, childbirth and the puerperium",321080,"Hypertension complicating pregnancy, childbirth and the puerperium (disorder)"
Disorder of cardiovascular system,134057,4085025,Superficial thrombophlebitis,4085025,Superficial thrombophlebitis (disorder)
Disorder of cardiovascular system,134057,4085025,Superficial thrombophlebitis,4085025,Superficial phlebitis
Disorder of cardiovascular system,134057,439698,Benign hypertensive heart disease with congestive cardiac failure,439698,Benign hypertensive heart disease with congestive cardiac failure (disorder)
Disorder of cardiovascular system,134057,314664,Long QT syndrome,314664,Prolonged Q-T interval syndrome
Disorder of cardiovascular system,134057,314664,Long QT syndrome,314664,Long Q-T syndrome
Disorder of cardiovascular system,134057,314664,Long QT syndrome,314664,Long QT syndrome (disorder)
Disorder of cardiovascular system,134057,196444,Angiodysplasia of intestine,196444,Intestinal vascular dysplasia
Disorder of cardiovascular system,134057,196444,Angiodysplasia of intestine,196444,Angiodysplasia of intestine (disorder)
Disorder of cardiovascular system,134057,433536,Severe pre-eclampsia,433536,Severe pre-eclamptic toxemia
Disorder of cardiovascular system,134057,433536,Severe pre-eclampsia,433536,Severe proteinuric hypertension of pregnancy
Disorder of cardiovascular system,134057,433536,Severe pre-eclampsia,433536,PET - Severe pre-eclamptic toxaemia
Disorder of cardiovascular system,134057,433536,Severe pre-eclampsia,433536,Severe pre-eclampsia (disorder)
Disorder of cardiovascular system,134057,433536,Severe pre-eclampsia,433536,PET - Severe pre-eclamptic toxemia
Disorder of cardiovascular system,134057,433536,Severe pre-eclampsia,433536,Severe pre-eclamptic toxaemia
Disorder of cardiovascular system,134057,40484167,Arteriosclerosis of artery of extremity,40484167,Arteriosclerosis of artery of extremity (disorder)
Disorder of cardiovascular system,134057,44782735,Chronic deep venous thrombosis of lower extremity,44782735,Chronic deep venous thrombosis of lower extremity (disorder)
Disorder of cardiovascular system,134057,434663,Acute endocarditis,434663,Acute endocarditis (disorder)
Disorder of cardiovascular system,134057,44782728,Hypertensive heart AND chronic kidney disease with congestive heart failure,44782728,Hypertensive heart AND chronic kidney disease with congestive heart failure (disorder)
Disorder of cardiovascular system,134057,42535714,Antineutrophil cytoplasmic antibody positive vasculitis,42535714,Antineutrophil cytoplasmic antibody (ANCA) positive vasculitis
Disorder of cardiovascular system,134057,42535714,Antineutrophil cytoplasmic antibody positive vasculitis,42535714,Antineutrophil cytoplasmic antibody positive vasculitis (disorder)
Disorder of cardiovascular system,134057,4322565,Deep venous thrombosis of profunda femoris vein,4322565,Thrombosis of profunda femoris vein
Disorder of cardiovascular system,134057,4322565,Deep venous thrombosis of profunda femoris vein,4322565,Deep venous thrombosis of profunda femoris vein (disorder)
Disorder of cardiovascular system,134057,4322565,Deep venous thrombosis of profunda femoris vein,4322565,Deep venous thrombosis of deep femoral vein
Disorder of cardiovascular system,134057,4298329,Phlebitis of deep femoral vein,4298329,Phlebitis of deep femoral vein (disorder)
Disorder of cardiovascular system,134057,4127089,Coronary artery spasm,4127089,Angina pectoris with documented spasm
Disorder of cardiovascular system,134057,4127089,Coronary artery spasm,4127089,Coronary spasm
Disorder of cardiovascular system,134057,4127089,Coronary artery spasm,4127089,Coronary artery spasm (disorder)
Disorder of cardiovascular system,134057,314369,Malignant hypertensive heart disease without congestive heart failure,314369,Malignant hypertensive heart disease without congestive heart failure (disorder)
Disorder of cardiovascular system,134057,313223,Granulomatosis with polyangiitis,313223,Necrotizing respiratory granulomatosis
Disorder of cardiovascular system,134057,313223,Granulomatosis with polyangiitis,313223,Granulomatosis with polyangiitis (disorder)
Disorder of cardiovascular system,134057,313223,Granulomatosis with polyangiitis,313223,Necrotising respiratory granulomatosis
Disorder of cardiovascular system,134057,443771,Renal hypertension,443771,Renal hypertension (disorder)
Disorder of cardiovascular system,134057,192763,Injury of blood vessel,192763,Vascular injury
Disorder of cardiovascular system,134057,192763,Injury of blood vessel,192763,Injury of blood vessel (disorder)
Disorder of cardiovascular system,134057,4180943,Neonatal cardiovascular disorder,4180943,Neonatal cardiovascular disorder (disorder)
Disorder of cardiovascular system,134057,317895,Renovascular hypertension,317895,Renovascular hypertension (disorder)
Disorder of cardiovascular system,134057,317895,Renovascular hypertension,317895,Hypertension due to renovascular disease
Disorder of cardiovascular system,134057,320116,Acute pericarditis,320116,Acute pericarditis (disorder)
Disorder of cardiovascular system,134057,4211001,Chronic gastric ulcer with hemorrhage,4211001,Chronic gastric ulcer with hemorrhage (disorder)
Disorder of cardiovascular system,134057,4211001,Chronic gastric ulcer with hemorrhage,4211001,Chronic gastric ulcer with haemorrhage
Disorder of cardiovascular system,134057,4211001,Chronic gastric ulcer with hemorrhage,4211001,Bleeding chronic gastric ulcer
Disorder of cardiovascular system,134057,44782732,Chronic pulmonary embolism,44782732,Chronic pulmonary embolism (disorder)
Disorder of cardiovascular system,134057,199837,Portal vein thrombosis,199837,PVT - Portal vein thrombosis
Disorder of cardiovascular system,134057,199837,Portal vein thrombosis,199837,Portal vein thrombosis (disorder)
Disorder of cardiovascular system,134057,199837,Portal vein thrombosis,199837,Deep vein thrombosis of portal vein
Disorder of cardiovascular system,134057,36714994,Typical atrial flutter,36714994,Typical atrial flutter (disorder)
Disorder of cardiovascular system,134057,36714994,Typical atrial flutter,36714994,Atrial flutter type I
Disorder of cardiovascular system,134057,36714994,Typical atrial flutter,36714994,Atrial flutter type 1
Disorder of cardiovascular system,134057,4164092,Acute cerebrovascular insufficiency,4164092,Acute cerebrovascular insufficiency (disorder)
Disorder of cardiovascular system,134057,316428,Hypertrophic obstructive cardiomyopathy,316428,HOCM - Hypertrophic obstructive cardiomyopathy
