general_ancestor_concept_name,general_ancestor_concept_id,descendant_concept_id,concept_name
Disorder of cardiovascular system,134057,37016888,Dissection of precerebral artery
Disorder of cardiovascular system,134057,321886,Rupture of artery
Disorder of cardiovascular system,134057,40481852,Septic embolus of artery
Disorder of cardiovascular system,134057,4258139,Vascular insufficiency of limb
Disorder of cardiovascular system,134057,193249,Acute hemorrhagic gastritis
Disorder of cardiovascular system,134057,4121644,Venous insufficiency of leg
Disorder of cardiovascular system,134057,4181705,Varicose veins of lower extremity without ulcer AND without inflammation
Disorder of cardiovascular system,134057,4014159,Chronic right-sided heart failure
Disorder of cardiovascular system,134057,4111099,Aortic valve stenosis with insufficiency
Disorder of cardiovascular system,134057,4184499,Congenital anomaly of tricuspid valve
Disorder of cardiovascular system,134057,4323778,Thrombosis of superficial vein of lower limb
Disorder of cardiovascular system,134057,141084,Pre-eclampsia or eclampsia with pre-existing hypertension
Disorder of cardiovascular system,134057,4120116,Secondary venous insufficiency of leg
Disorder of cardiovascular system,134057,4070679,Postthrombotic syndrome
Disorder of cardiovascular system,134057,316478,"Heart disease in mother complicating pregnancy, childbirth AND/OR puerperium"
Disorder of cardiovascular system,134057,316457,Mallory-Weiss syndrome
Disorder of cardiovascular system,134057,4234480,Arteriovenous fistula
Disorder of cardiovascular system,134057,42537043,CLABSI - central line associated bloodstream infection
Disorder of cardiovascular system,134057,197444,Vascular complication of medical care
Disorder of cardiovascular system,134057,4124866,Venous hemorrhage
Disorder of cardiovascular system,134057,438168,Aneurysm of heart
Disorder of cardiovascular system,134057,4270502,Injury of artery
Disorder of cardiovascular system,134057,438452,Phlebitis of superficial veins of lower extremity
Disorder of cardiovascular system,134057,36712986,Atypical atrial flutter
Disorder of cardiovascular system,134057,317577,Arteriosclerotic gangrene
Disorder of cardiovascular system,134057,376394,Menstrual migraine
Disorder of cardiovascular system,134057,4195892,Chronic cor pulmonale
Disorder of cardiovascular system,134057,36713113,Saddle embolus of pulmonary artery
Disorder of cardiovascular system,134057,438490,Severe pre-eclampsia - delivered
Disorder of cardiovascular system,134057,4170620,Aortic thromboembolism
Disorder of cardiovascular system,134057,4043734,Carotid territory transient ischemic attack
Disorder of cardiovascular system,134057,4057008,Accelerated atrioventricular conduction
Disorder of cardiovascular system,134057,4117771,Aneurysm of head and neck artery
Disorder of cardiovascular system,134057,4120275,Drug-induced hypotension
Disorder of cardiovascular system,134057,439694,Hypertensive heart and renal disease with both (congestive) heart failure and renal failure
Disorder of cardiovascular system,134057,4110154,Injury of systemic artery
Disorder of cardiovascular system,134057,444264,Thrombosis of iliac artery
Disorder of cardiovascular system,134057,374371,Stenosis of precerebral artery
Disorder of cardiovascular system,134057,4176099,Tricuspid valve stenosis
Disorder of cardiovascular system,134057,4048785,Vertebrobasilar territory transient ischemic attack
Disorder of cardiovascular system,134057,374055,Basilar artery syndrome
Disorder of cardiovascular system,134057,4049072,Ruptured aneurysm of artery
Disorder of cardiovascular system,134057,442615,Carotid artery stenosis
Disorder of cardiovascular system,134057,313226,Carotid artery occlusion
Disorder of cardiovascular system,134057,4179992,Cardiovascular system hereditary disorder
Disorder of cardiovascular system,134057,313800,Thrombotic microangiopathy
Disorder of cardiovascular system,134057,314381,Acute febrile mucocutaneous lymph node syndrome
Disorder of cardiovascular system,134057,4173464,Rupture of aorta
Disorder of cardiovascular system,134057,42872390,Nonischemic congestive cardiomyopathy
Disorder of cardiovascular system,134057,4313828,Rheumatic mitral stenosis
Disorder of cardiovascular system,134057,314457,Congenital stenosis of aortic valve
Disorder of cardiovascular system,134057,4339010,Central retinal vein occlusion with macular edema
Disorder of cardiovascular system,134057,4071896,Secondary dilated cardiomyopathy
Disorder of cardiovascular system,134057,4170972,Perinatal cardiovascular disorders
Disorder of cardiovascular system,134057,40479606,Septic pulmonary embolism
Disorder of cardiovascular system,134057,197087,Vascular hamartomas
Disorder of cardiovascular system,134057,433195,Transient arterial retinal occlusion
Disorder of cardiovascular system,134057,28779,Bleeding esophageal varices
Disorder of cardiovascular system,134057,436642,Behcet's syndrome
Disorder of cardiovascular system,134057,44783568,Secondary nonischemic congestive cardiomyopathy
Disorder of cardiovascular system,134057,314103,"Benign essential hypertension complicating pregnancy, childbirth and the puerperium - delivered"
Disorder of cardiovascular system,134057,4119775,Venous malformation
Disorder of cardiovascular system,134057,4175582,Congenital abnormality of vein
Disorder of cardiovascular system,134057,313221,Rheumatic aortic stenosis
Disorder of cardiovascular system,134057,4256889,Dissection of abdominal aorta
Disorder of cardiovascular system,134057,4121803,Cerebral arteriovenous malformation
Disorder of cardiovascular system,134057,42538532,Thrombus of cardiac chamber
Disorder of cardiovascular system,134057,193793,Aneurysm of visceral artery
Disorder of cardiovascular system,134057,4185117,Vertebral artery obstruction
Disorder of cardiovascular system,134057,313232,Hemodialysis-associated hypotension
Disorder of cardiovascular system,134057,4190773,Restrictive cardiomyopathy
Disorder of cardiovascular system,134057,4334245,Retinal artery occlusion
Disorder of cardiovascular system,134057,317890,Mitral and aortic stenosis
Disorder of cardiovascular system,134057,44782752,Acute deep venous thrombosis of internal jugular vein
Disorder of cardiovascular system,134057,435912,Endocardial cushion defect
Disorder of cardiovascular system,134057,4253808,Congenital atresia of aorta
Disorder of cardiovascular system,134057,4203836,Thrombosis of subclavian vein
Disorder of cardiovascular system,134057,437540,Central retinal artery occlusion
Disorder of cardiovascular system,134057,4222639,Thrombosis of vena cava
Disorder of cardiovascular system,134057,4175603,Embolism of vena cava
Disorder of cardiovascular system,134057,435565,Embolism and thrombosis of the vena cava
Disorder of cardiovascular system,134057,315830,Prinzmetal angina
Disorder of cardiovascular system,134057,40491477,Abnormality of aortic arch
Disorder of cardiovascular system,134057,437544,Arterial retinal branch occlusion
Disorder of cardiovascular system,134057,4083797,Telangiectasia disorder
Disorder of cardiovascular system,134057,4207899,Deep venous thrombosis of tibial vein
Disorder of cardiovascular system,134057,4062247,Congenital stenosis of aorta
Disorder of cardiovascular system,134057,4266200,Cutaneous vascular malformation
Disorder of cardiovascular system,134057,439695,Hypertensive heart and renal disease with renal failure
Disorder of cardiovascular system,134057,43020460,Acute ST segment elevation myocardial infarction involving left anterior descending coronary artery
Disorder of cardiovascular system,134057,315832,Angina decubitus
Disorder of cardiovascular system,134057,4179911,Axillary vein thrombosis
Disorder of cardiovascular system,134057,313504,Osler hemorrhagic telangiectasia syndrome
Disorder of cardiovascular system,134057,314958,Benign secondary hypertension
Disorder of cardiovascular system,134057,4101488,"Abnormality of atrioventricular (non-mitral, non-tricuspid) valve"
Disorder of cardiovascular system,134057,318450,Cardiac tamponade
Disorder of cardiovascular system,134057,4100152,Atrioventricular septal defect and common atrioventricular junction
Disorder of cardiovascular system,134057,4109340,Aortic valve cusp abnormality
Disorder of cardiovascular system,134057,4237062,Mural thrombus of heart
Disorder of cardiovascular system,134057,44784623,Acute coronary artery occlusion not resulting in myocardial infarction
Disorder of cardiovascular system,134057,44782762,Acute thrombosis of subclavian vein
Disorder of cardiovascular system,134057,433218,Thrombophlebitis of superficial veins of upper extremities
Disorder of cardiovascular system,134057,443619,Refractory migraine variants
Disorder of cardiovascular system,134057,4159140,Thrombotic stroke
Disorder of cardiovascular system,134057,318773,Dilated cardiomyopathy secondary to alcohol
Disorder of cardiovascular system,134057,197039,Male genital organ vascular diseases
Disorder of cardiovascular system,134057,4111711,Cerebellar stroke syndrome
Disorder of cardiovascular system,134057,314090,Mild pre-eclampsia
Disorder of cardiovascular system,134057,316447,Chronic hypotension
Disorder of cardiovascular system,134057,316994,Malignant hypertensive heart disease with congestive heart failure
Disorder of cardiovascular system,134057,193795,Acute gastric ulcer with hemorrhage but without obstruction
Disorder of cardiovascular system,134057,441874,Cerebral thrombosis
Disorder of cardiovascular system,134057,4223670,Thrombosis of abdominal aorta
Disorder of cardiovascular system,134057,198446,Embolism and thrombosis of the abdominal aorta
Disorder of cardiovascular system,134057,44782751,Acute deep venous thrombosis of axillary vein
Disorder of cardiovascular system,134057,192657,Embolism of iliac artery
Disorder of cardiovascular system,134057,44782712,Acute myocardial infarction due to right coronary artery occlusion
Disorder of cardiovascular system,134057,46270163,Acute ST segment elevation myocardial infarction due to right coronary artery occlusion
Disorder of cardiovascular system,134057,4055201,Angiodysplasia of colon
Disorder of cardiovascular system,134057,4136335,Thrombosis of arteries of upper extremity
Disorder of cardiovascular system,134057,378774,Moyamoya disease
Disorder of cardiovascular system,134057,36714644,Atresia of pulmonary valve
Disorder of cardiovascular system,134057,318445,Post cardiac operation functional disturbance
Disorder of cardiovascular system,134057,320206,Congenital atresia of pulmonary valve
Disorder of cardiovascular system,134057,438447,Acute myocardial infarction of inferolateral wall
Disorder of cardiovascular system,134057,4108742,Ascending aorta abnormality
Disorder of cardiovascular system,134057,4067424,Polyarteritis
Disorder of cardiovascular system,134057,320749,Polyarteritis nodosa
Disorder of cardiovascular system,134057,134760,Perinatal cyanotic attacks
Disorder of cardiovascular system,134057,4140462,Cerebral vasculitis
Disorder of cardiovascular system,134057,4338523,Amaurosis fugax
Disorder of cardiovascular system,134057,200451,Chronic passive congestion of liver
Disorder of cardiovascular system,134057,4006984,Congenital anomaly of pulmonary veins
Disorder of cardiovascular system,134057,194393,Celiac artery compression syndrome
Disorder of cardiovascular system,134057,4308814,Neoplasm of heart
Disorder of cardiovascular system,134057,4110948,Hypertension secondary to endocrine disorder
Disorder of cardiovascular system,134057,4108596,Aortic cusp regurgitation
Disorder of cardiovascular system,134057,439834,Rheumatic aortic regurgitation
Disorder of cardiovascular system,134057,440738,Phlebitis of the femoral vein
Disorder of cardiovascular system,134057,36712772,Acquired arteriovenous fistula
Disorder of cardiovascular system,134057,4317288,Pulmonary artery stenosis
Disorder of cardiovascular system,134057,440736,Endocarditis associated with another disorder
Disorder of cardiovascular system,134057,4112334,Idiopathic hypotension
Disorder of cardiovascular system,134057,201164,Injury of blood vessels of upper extremity
Disorder of cardiovascular system,134057,4052213,Injury to blood vessels of lower limb
Disorder of cardiovascular system,134057,44782819,Chronic occlusion of artery of extremity
Disorder of cardiovascular system,134057,433015,Congenital anomaly of aortic arch
Disorder of cardiovascular system,134057,315295,Congestive rheumatic heart failure
Disorder of cardiovascular system,134057,4263510,Congenital stenosis of tricuspid valve
Disorder of cardiovascular system,134057,375557,Cerebral embolism
Disorder of cardiovascular system,134057,196715,Budd-Chiari syndrome
Disorder of cardiovascular system,134057,315293,Acute idiopathic pericarditis
Disorder of cardiovascular system,134057,441246,Hemangioma of intracranial structure
Disorder of cardiovascular system,134057,44782741,Chronic deep venous thrombosis of upper extremity
Disorder of cardiovascular system,134057,313011,Congenital malposition of heart
Disorder of cardiovascular system,134057,4066289,Ventricular premature beats
Disorder of cardiovascular system,134057,4308861,Mechanical complication of arteriovenous surgical fistula
Disorder of cardiovascular system,134057,4258295,Embolism from thrombosis of vein of distal lower extremity
Disorder of cardiovascular system,134057,435887,Antepartum deep vein thrombosis
Disorder of cardiovascular system,134057,4223518,Thromboangiitis
Disorder of cardiovascular system,134057,312939,Thromboangiitis obliterans
Disorder of cardiovascular system,134057,440750,Thrombophlebitis of deep veins of upper extremities
Disorder of cardiovascular system,134057,433763,Hemiplegic migraine
Disorder of cardiovascular system,134057,4108217,Subsequent myocardial infarction
Disorder of cardiovascular system,134057,314147,Anomalies of great veins
Disorder of cardiovascular system,134057,194385,Aneurysm of renal artery
Disorder of cardiovascular system,134057,4112020,Carotid artery syndrome hemispheric
Disorder of cardiovascular system,134057,376714,Vertebrobasilar artery syndrome
Disorder of cardiovascular system,134057,4111413,"Tricuspid stenosis, non-rheumatic"
Disorder of cardiovascular system,134057,4069183,Subaortic stenosis
Disorder of cardiovascular system,134057,4101161,Tricuspid leaflet abnormality
Disorder of cardiovascular system,134057,4147787,Supravalvar aortic stenosis
Disorder of cardiovascular system,134057,321638,"Benign essential hypertension complicating pregnancy, childbirth and the puerperium"
Disorder of cardiovascular system,134057,4121640,Arterial steal syndrome
Disorder of cardiovascular system,134057,433505,Subclavian steal syndrome
Disorder of cardiovascular system,134057,4108832,Atrial fibrillation and flutter
Disorder of cardiovascular system,134057,317814,Benign neoplasm of heart
Disorder of cardiovascular system,134057,441579,Acute myocardial infarction of inferoposterior wall
Disorder of cardiovascular system,134057,44782470,Migraine with persistent visual aura
Disorder of cardiovascular system,134057,4108233,"Pulmonary stenosis, non-rheumatic"
Disorder of cardiovascular system,134057,195398,Injury of blood vessels of head AND/OR neck
Disorder of cardiovascular system,134057,45766215,Arteriovenous malformation of trunk
Disorder of cardiovascular system,134057,43021830,Postoperative hypertension
Disorder of cardiovascular system,134057,321320,Myocardial degeneration
Disorder of cardiovascular system,134057,434146,Common ventricle
Disorder of cardiovascular system,134057,437308,Basilar artery occlusion
Disorder of cardiovascular system,134057,4172822,Cardiac arrest due to cardiac disorder
Disorder of cardiovascular system,134057,4154293,Rheumatic heart valve stenosis with insufficiency
Disorder of cardiovascular system,134057,74564,Rubella arthritis
Disorder of cardiovascular system,134057,4249016,Benign secondary renovascular hypertension
Disorder of cardiovascular system,134057,441555,Retinal telangiectasia
Disorder of cardiovascular system,134057,132685,Severe pre-eclampsia - not delivered
Disorder of cardiovascular system,134057,437847,Partial retinal artery occlusion
Disorder of cardiovascular system,134057,4134723,Coronary artery thrombosis
Disorder of cardiovascular system,134057,443523,Neonatal tachycardia
Disorder of cardiovascular system,134057,4108215,Coronary thrombosis not resulting in myocardial infarction
Disorder of cardiovascular system,134057,436706,Acute myocardial infarction of lateral wall
Disorder of cardiovascular system,134057,4116717,Injury of artery of lower limb
Disorder of cardiovascular system,134057,135601,Pre-eclampsia or eclampsia with pre-existing hypertension - delivered
Disorder of cardiovascular system,134057,321037,Cholesterol embolus syndrome
Disorder of cardiovascular system,134057,4324395,Aortitis
Disorder of cardiovascular system,134057,432890,Microaneurysm of retinal artery
Disorder of cardiovascular system,134057,4316228,Congenital arteriovenous malformation of gastrointestinal tract
Disorder of cardiovascular system,134057,316427,Aneurysm of coronary vessels
Disorder of cardiovascular system,134057,4242741,Anomalous pulmonary venous drainage
Disorder of cardiovascular system,134057,4049318,Thrombosis of renal vein
Disorder of cardiovascular system,134057,4269199,Congenital atresia of tricuspid valve
Disorder of cardiovascular system,134057,37115756,Dissection of coronary artery
Disorder of cardiovascular system,134057,4191250,Embolism of renal vein
Disorder of cardiovascular system,134057,193512,Embolism and thrombosis of the renal vein
Disorder of cardiovascular system,134057,4112023,Occlusion and stenosis of middle cerebral artery
Disorder of cardiovascular system,134057,438600,Injury of blood vessels of abdomen AND/OR pelvis
Disorder of cardiovascular system,134057,439399,Endomyocardial fibrosis
Disorder of cardiovascular system,134057,432432,Total anomalous pulmonary venous return
Disorder of cardiovascular system,134057,4182711,Vasculitis of the skin
Disorder of cardiovascular system,134057,4237824,Gastric varices
Disorder of cardiovascular system,134057,440740,Takayasu's disease
Disorder of cardiovascular system,134057,4311280,Injury of heart
Disorder of cardiovascular system,134057,45766121,Cerebral vasoconstriction syndrome
Disorder of cardiovascular system,134057,312653,Acute myocarditis
Disorder of cardiovascular system,134057,4246665,Hemangioma of skin
Disorder of cardiovascular system,134057,434656,Vertebral artery syndrome
Disorder of cardiovascular system,134057,4171683,Sinus bradycardia
Disorder of cardiovascular system,134057,433225,Ventricular flutter
Disorder of cardiovascular system,134057,4113802,Injury of systemic artery of trunk
Disorder of cardiovascular system,134057,318437,Malignant secondary hypertension
Disorder of cardiovascular system,134057,194964,Aneurysm of splenic artery
Disorder of cardiovascular system,134057,4275428,Injury of vein
Disorder of cardiovascular system,134057,4076794,Peripheral arteriovenous malformation
Disorder of cardiovascular system,134057,314478,Abnormal fetal heart beat first noted during labor AND/OR delivery in liveborn infant
Disorder of cardiovascular system,134057,443407,Lower limb arterial embolus
Disorder of cardiovascular system,134057,436403,Retinal vasculitis
Disorder of cardiovascular system,134057,4319280,Acute bowel infarction
Disorder of cardiovascular system,134057,4087597,Gammaherpesviral mononucleosis
Disorder of cardiovascular system,134057,313500,Acute rheumatic heart disease
Disorder of cardiovascular system,134057,43531599,Carotid sinus hypersensitivity
Disorder of cardiovascular system,134057,436392,Carotid sinus syncope
Disorder of cardiovascular system,134057,4039691,Necrotizing vasculitis
Disorder of cardiovascular system,134057,4102124,Carotid atherosclerosis
Disorder of cardiovascular system,134057,438778,Aneurysm of artery of upper extremity
Disorder of cardiovascular system,134057,4121629,Carotid artery aneurysm
Disorder of cardiovascular system,134057,136743,Pre-eclampsia or eclampsia with pre-existing hypertension - not delivered
Disorder of cardiovascular system,134057,439037,Aneurysm of artery of neck
Disorder of cardiovascular system,134057,4111710,Brainstem stroke syndrome
Disorder of cardiovascular system,134057,4175786,Ophthalmoplegic migraine
Disorder of cardiovascular system,134057,35615055,Saddle embolus of pulmonary artery with acute cor pulmonale
Disorder of cardiovascular system,134057,45766241,Subsequent non-ST segment elevation myocardial infarction
Disorder of cardiovascular system,134057,321710,Contusion to heart
Disorder of cardiovascular system,134057,321041,Mitral stenosis and aortic insufficiency
Disorder of cardiovascular system,134057,4201023,Congenital conduction defect
Disorder of cardiovascular system,134057,4180636,Cardiac complication of procedure
Disorder of cardiovascular system,134057,315069,Congenital heart block
Disorder of cardiovascular system,134057,313006,Congenital stenosis of mitral valve
Disorder of cardiovascular system,134057,4181314,Thrombosis of thoracic aorta
Disorder of cardiovascular system,134057,432656,Embolism and thrombosis of the thoracic aorta
Disorder of cardiovascular system,134057,4311124,Carotid artery thrombosis
Disorder of cardiovascular system,134057,312383,Postpartum cardiomyopathy
Disorder of cardiovascular system,134057,198798,Dieulafoy's vascular malformation
Disorder of cardiovascular system,134057,46270145,Gastric hemorrhage due to atrophic gastritis
Disorder of cardiovascular system,134057,4213731,Carotid artery embolism
Disorder of cardiovascular system,134057,4053008,Chronic pericarditis
Disorder of cardiovascular system,134057,4107225,Rupture of heart
Disorder of cardiovascular system,134057,435026,Obstetric pulmonary embolism
Disorder of cardiovascular system,134057,4184746,Left ventricular hypertrophy
Disorder of cardiovascular system,134057,380747,Cerebral arteritis
Disorder of cardiovascular system,134057,443249,"Congenital cardiovascular disorders during pregnancy, childbirth and the puerperium"
Disorder of cardiovascular system,134057,4239826,Pulmonary thrombosis
Disorder of cardiovascular system,134057,43530951,Venous complication in the puerperium
Disorder of cardiovascular system,134057,4108950,Acquired cardiac septal defect
Disorder of cardiovascular system,134057,4310961,Capillaritis
Disorder of cardiovascular system,134057,4116061,Angiokeratoma of skin
Disorder of cardiovascular system,134057,4353837,Dilatation of pulmonary artery
Disorder of cardiovascular system,134057,4042934,Fabry's disease
Disorder of cardiovascular system,134057,258449,Hemopericardium
Disorder of cardiovascular system,134057,312773,Mechanical complication due to heart valve prosthesis
Disorder of cardiovascular system,134057,257660,Partial anomalous pulmonary venous connection
Disorder of cardiovascular system,134057,433515,Chronic gastrojejunal ulcer with hemorrhage
Disorder of cardiovascular system,134057,4037495,Dilated cardiomyopathy secondary to peripartum heart disease
Disorder of cardiovascular system,134057,4142895,Near syncope
Disorder of cardiovascular system,134057,4111098,"Aortic stenosis, non-rheumatic"
Disorder of cardiovascular system,134057,4067764,Pigmented purpuric lichenoid dermatitis of Gougerot and Blum
Disorder of cardiovascular system,134057,314432,Maternal hypotension syndrome
Disorder of cardiovascular system,134057,4344493,Granulomatosis with polyangiitis with multisystem involvement
Disorder of cardiovascular system,134057,4109464,Ascending aorta dilatation
Disorder of cardiovascular system,134057,317713,Injury of blood vessels of thorax
Disorder of cardiovascular system,134057,438171,Rupture of chordae tendineae
Disorder of cardiovascular system,134057,320429,Rheumatic aortic stenosis with regurgitation
Disorder of cardiovascular system,134057,4110947,Malignant secondary renovascular hypertension
Disorder of cardiovascular system,134057,4301373,Rheumatic mitral stenosis with regurgitation
Disorder of cardiovascular system,134057,312334,Constrictive pericarditis
Disorder of cardiovascular system,134057,4290976,Temporal arteritis
Disorder of cardiovascular system,134057,4120090,Cardiac transplant rejection
Disorder of cardiovascular system,134057,4233224,Cardiac insufficiency during AND/OR resulting from a procedure
Disorder of cardiovascular system,134057,4266523,Gastric ulcer with hemorrhage and perforation
Disorder of cardiovascular system,134057,4242669,Biventricular congestive heart failure
Disorder of cardiovascular system,134057,40484541,Atherosclerosis of autologous vein bypass graft of limb
Disorder of cardiovascular system,134057,37118664,Injury of femoral artery
Disorder of cardiovascular system,134057,314426,Congenital cardiovascular disorder during pregnancy - baby not yet delivered
Disorder of cardiovascular system,134057,4032003,Anterior spinal artery compression syndrome
Disorder of cardiovascular system,134057,40481132,Arteriosclerosis of coronary artery bypass graft of transplanted heart
Disorder of cardiovascular system,134057,137212,Cardiovascular syphilis
Disorder of cardiovascular system,134057,4179912,Intracranial venous thrombosis
Disorder of cardiovascular system,134057,40480082,Hemicrania continua
Disorder of cardiovascular system,134057,4118795,Renal artery stenosis
Disorder of cardiovascular system,134057,4314161,"Migraine without aura, not refractory"
Disorder of cardiovascular system,134057,312928,Adhesive pericarditis
Disorder of cardiovascular system,134057,4100815,Dextrocardia
Disorder of cardiovascular system,134057,4186397,Myocardial ischemia
Disorder of cardiovascular system,134057,4102202,Cerebral venous sinus thrombosis
Disorder of cardiovascular system,134057,4124682,Triple vessel disease of the heart
Disorder of cardiovascular system,134057,45757783,Gastric hemorrhage due to alcoholic gastritis
Disorder of cardiovascular system,134057,436140,Vulval varices
Disorder of cardiovascular system,134057,4316372,HELLP syndrome
Disorder of cardiovascular system,134057,4045749,Cerebral amyloid angiopathy
Disorder of cardiovascular system,134057,4344167,Primary necrotizing systemic vasculitis
Disorder of cardiovascular system,134057,134380,Erythromelalgia
Disorder of cardiovascular system,134057,436692,Retinal venous engorgement
Disorder of cardiovascular system,134057,4273526,Vertebral artery thrombosis
Disorder of cardiovascular system,134057,4203625,Chronic constrictive pericarditis
Disorder of cardiovascular system,134057,4108680,"Thrombosis of atrium, auricular appendage, and ventricle due to and following acute myocardial infarction"
Disorder of cardiovascular system,134057,4121463,Postoperative cardiac complication
Disorder of cardiovascular system,134057,439693,True posterior myocardial infarction
Disorder of cardiovascular system,134057,40484607,Injury of aorta
Disorder of cardiovascular system,134057,4109481,Abnormality of aortic arch branch
Disorder of cardiovascular system,134057,314667,Nonpyogenic thrombosis of intracranial venous sinus
Disorder of cardiovascular system,134057,4057979,"Pre-existing secondary hypertension complicating pregnancy, childbirth and puerperium"
Disorder of cardiovascular system,134057,44782755,Chronic deep venous thrombosis of internal jugular vein
Disorder of cardiovascular system,134057,4121462,Persistent pulmonary hypertension of the newborn
Disorder of cardiovascular system,134057,373755,Thunderclap headache
Disorder of cardiovascular system,134057,4264636,Cardiac insufficiency following cardiac surgery
Disorder of cardiovascular system,134057,43530641,Primary thunderclap headache
Disorder of cardiovascular system,134057,4180796,Malignant tumor of heart
Disorder of cardiovascular system,134057,4171269,Atrial tachycardia
Disorder of cardiovascular system,134057,201043,Dissection of iliac artery
Disorder of cardiovascular system,134057,4124683,Silent myocardial ischemia
Disorder of cardiovascular system,134057,314370,Endocardial fibroelastosis
Disorder of cardiovascular system,134057,4294246,Abdominal migraine
Disorder of cardiovascular system,134057,4194050,Mechanical complication of aortic graft
Disorder of cardiovascular system,134057,316644,Primary malignant neoplasm of heart
Disorder of cardiovascular system,134057,194209,Digital blood vessel injury
Disorder of cardiovascular system,134057,4232691,Permanent atrial fibrillation
Disorder of cardiovascular system,134057,4207534,Pulmonary hypertensive venous disease
Disorder of cardiovascular system,134057,44783628,Pulmonary hypertension due to lung disease and/or hypoxia
Disorder of cardiovascular system,134057,43020910,Pulmonary hypertension due to left heart disease
Disorder of cardiovascular system,134057,314208,Injury of radial blood vessel
Disorder of cardiovascular system,134057,433832,Obstetric blood-clot pulmonary embolism
Disorder of cardiovascular system,134057,4343935,Giant cell arteritis with polymyalgia rheumatica
Disorder of cardiovascular system,134057,4111717,Occlusion and stenosis of posterior cerebral artery
Disorder of cardiovascular system,134057,315116,Injury of carotid artery
Disorder of cardiovascular system,134057,438820,Postpartum deep phlebothrombosis
Disorder of cardiovascular system,134057,4318560,Chronic mixed headache syndrome
Disorder of cardiovascular system,134057,4108164,Aortic valve calcification
Disorder of cardiovascular system,134057,4195690,Aortic valve sclerosis
Disorder of cardiovascular system,134057,4119619,Arterial laceration
Disorder of cardiovascular system,134057,4156949,Air embolism
Disorder of cardiovascular system,134057,439838,Thrombophlebitis migrans
Disorder of cardiovascular system,134057,4020159,Mechanical complication of heart valve prosthesis
Disorder of cardiovascular system,134057,44782759,Chronic thrombosis of subclavian vein
Disorder of cardiovascular system,134057,4155007,Multi vessel coronary artery disease
Disorder of cardiovascular system,134057,4326751,Cardiac sarcoidosis
Disorder of cardiovascular system,134057,4111541,Sarcoid heart muscle disease
Disorder of cardiovascular system,134057,313062,Injury of thoracic aorta
Disorder of cardiovascular system,134057,4057976,Severe pre-eclampsia with postnatal complication
Disorder of cardiovascular system,134057,438777,Papillary muscle disorder
Disorder of cardiovascular system,134057,4331309,Myocarditis due to infectious agent
Disorder of cardiovascular system,134057,4159144,Hepatopulmonary syndrome
Disorder of cardiovascular system,134057,442626,Benign hypertensive heart AND renal disease
Disorder of cardiovascular system,134057,442581,Injury of popliteal vessels
Disorder of cardiovascular system,134057,4196960,Varicocele
Disorder of cardiovascular system,134057,4271003,Rheumatoid vasculitis
Disorder of cardiovascular system,134057,438969,Measles without complication
Disorder of cardiovascular system,134057,4035467,Congenital insufficiency of pulmonary valve
Disorder of cardiovascular system,134057,441725,Ulnar blood vessel injury
Disorder of cardiovascular system,134057,4113927,Injury of vein of trunk
Disorder of cardiovascular system,134057,45766114,Subsequent ST segment elevation myocardial infarction
Disorder of cardiovascular system,134057,4263370,R.I.N.D. syndrome
Disorder of cardiovascular system,134057,4119302,Pulmonary arteriovenous malformation
Disorder of cardiovascular system,134057,195060,Congenital anomaly of renal blood vessel
Disorder of cardiovascular system,134057,433783,Pulmonary artery aneurysm
Disorder of cardiovascular system,134057,4062811,"Benign essential hypertension complicating pregnancy, childbirth and the puerperium with postnatal complication"
Disorder of cardiovascular system,134057,4167918,Umbilical hemorrhage
Disorder of cardiovascular system,134057,437897,Acute rheumatic endocarditis
Disorder of cardiovascular system,134057,441593,Arteriovenous fistula of pulmonary vessels
Disorder of cardiovascular system,134057,4169592,Acute gastric ulcer with hemorrhage and perforation
Disorder of cardiovascular system,134057,4109365,Premature atrial contraction
Disorder of cardiovascular system,134057,4274491,Acute gastrojejunal ulcer with hemorrhage
Disorder of cardiovascular system,134057,4338227,Basilar artery thrombosis
Disorder of cardiovascular system,134057,4151990,Anterior cord syndrome
Disorder of cardiovascular system,134057,45766206,Tricuspid valve stenosis with insufficiency
Disorder of cardiovascular system,134057,4104799,Abnormal number of cusps
Disorder of cardiovascular system,134057,4029966,Intracranial aneurysm
Disorder of cardiovascular system,134057,435684,Injury of popliteal artery
Disorder of cardiovascular system,134057,4071203,Gastric ulcer with hemorrhage AND perforation but without obstruction
Disorder of cardiovascular system,134057,198019,Iliac blood vessel injury
Disorder of cardiovascular system,134057,40487107,Congenital abnormality of aortic valve cusp
Disorder of cardiovascular system,134057,317307,Idiopathic myocarditis
Disorder of cardiovascular system,134057,4139864,Congestive heart failure due to left ventricular systolic dysfunction
Disorder of cardiovascular system,134057,4217075,Infectious pericarditis
Disorder of cardiovascular system,134057,4334246,Central retinal vein occlusion with neovascularization
Disorder of cardiovascular system,134057,4294530,Bicuspid cardiac valve
Disorder of cardiovascular system,134057,4200875,Type 2 diabetes mellitus with peripheral angiopathy
Disorder of cardiovascular system,134057,4334248,Branch retinal vein occlusion with neovascularization
Disorder of cardiovascular system,134057,4196684,Senile angioma
Disorder of cardiovascular system,134057,4294973,Chronic gastric ulcer with hemorrhage and with perforation
Disorder of cardiovascular system,134057,4111552,Re-entry ventricular arrhythmia
